Wikipedia_ID,Movie_Name,Release_Date,Box_Office_Revenue,Runtime,Languages,Countries,Genres,Continents,Year,Rated,Director,Writer,Actors,Plot,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,DVD,Production,Website,Response,totalSeasons,Oscar,Nomination_Awards,Win_Awards,Internet_Movie_Database_Rating,Rotten_Tomatoes_Rating,Metacritic_Rating,Comedy_Types
957179,Bright Young Things,2003-10-03,933637.0,104.0,['English Language'],['United Kingdom'],"['Indie', 'Comedy of manners', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'War film']",Europe,2003,16+,Stephen Fry,"Stephen Fry, Evelyn Waugh","Stephen Campbell Moore, Emily Mortimer, Dan Aykroyd","An adaptation of Evelyn Waugh's novel ""Vile Bodies"", is a look into the lives of a young novelist, his would-be lover, and a host of young people who beautified London in the 1930s.",10 nominations,https://m.media-amazon.com/images/M/MV5BOTBjZGFmZmYtMzVmMi00YjkwLWEyYWMtMmVlOGYzODczYWE4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.5,"6,438",tt0325123,,,,True,,0,10,0,6.5,6.6,6.4,Comedy_War
5565338,Stroker Ace,1983-07-01,13000000.0,94.0,['English Language'],['United States of America'],"['Action/Adventure', 'Screwball comedy', 'Action Comedy', 'Sports', 'Comedy', 'Action', 'Auto racing']",America,1983,Recommended Parental Agreement (AP),Hal Needham,"William Neely, Robert K. Ottum, Hugh Wilson","Burt Reynolds, Ned Beatty, Jim Nabors","The title character, a popular NASCAR driver, clashes with the fried-chicken mogul that sponsors his racing team.",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNjE1YjY2ODktYmY3Ni00NTZlLWJkMGItMzcwYjI1N2I0MTYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30.0,4.9,"4,376",tt0086379,,,,True,,0,4,1,4.9,1.9,3.0,Comedy_Screwball
6352213,Hare Remover,1946,,7.0,['English Language'],['United States of America'],"['Short Film', 'Family Film', 'Comedy', 'Animation']",America,1946,All Audiences (TP),"Robert McKimson, Frank Tashlin",Warren Foster,"Mel Blanc, Arthur Q. Bryan","Elmer Fudd is a mad scientist who wants to turn Bugs Bunny into a fiend. Bugs tricks this ersatz Dr. Jekyll into drinking his own mixture; later, each thinks the other has changed into a bear.",,https://m.media-amazon.com/images/M/MV5BNTE1MzBmZDQtOGIxOC00OWVmLWFkZDktNWZkNDA2Y2M0MzQwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,737,tt0038588,,,,True,,0,0,0,7.0,,,Comedy_Animation
934809,Operation Petticoat,1959,23300000.0,124.0,['English Language'],['United States of America'],"['Action/Adventure', 'Action', 'Comedy', 'War film']",America,1959,All Audiences (TP),Blake Edwards,"Stanley Shapiro, Maurice Richlin, Paul King","Cary Grant, Tony Curtis, Joan O'Brien","During World War II, a commander finds himself stuck with a decrepit (and pink) submarine, a con man executive officer, and a group of army nurses.",Nominated for 1 Oscar. 1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BYzg3Yzc4MzktYjUyNC00MTI3LWEwNjQtYTQ5ZDIxMTBhZjBhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}]",,7.2,"16,218",tt0053143,,,,True,,0,5,1,7.2,8.1,,Comedy_War
10017049,Don't Look Now,1936-12-30,,7.0,['English Language'],['United States of America'],"['Short Film', 'Comedy', 'Animation']",America,1973,16+,Nicolas Roeg,"Daphne Du Maurier, Allan Scott, Chris Bryant","Julie Christie, Donald Sutherland, Hilary Mason","A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.",Won 1 BAFTA Award2 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTVlYjE0MjItZTRmZC00ZGM1LWIyNzMtYTMzZTViZGFlYzMxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95.0,7.1,"64,535",tt0069995,,,,True,,0,9,2,7.1,9.3,9.5,Comedy_Animation
5842466,Show Biz Bugs,1957,,7.0,['English Language'],['United States of America'],"['Short Film', 'Family Film', 'Comedy', 'Animation']",America,1957,Not Rated,Friz Freleng,Warren Foster,Mel Blanc,Bugs and Daffy are vaudevillians competing for praise from the audience. They love Bugs no matter what; just the opposite for Daffy.,,https://m.media-amazon.com/images/M/MV5BZmNlMjAxZTYtNWI4My00ZWVmLThlYWYtZWY1NGQ1YjA1OGVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",,7.7,"1,161",tt0050965,,,,True,,0,0,0,7.7,,,Comedy_Animation
5877719,3 Strikes,2000-03-03,9832166.0,83.0,['English Language'],['United States of America'],"['Crime Fiction', 'Crime Comedy', 'Screwball comedy', 'Action/Adventure', 'Comedy', 'Comedy of Errors', 'Action']",America,2000,16+,DJ Pooh,DJ Pooh,"Brian Hooks, N'Bushe Wright, Faizon Love","Rob has 2 strikes and 3 strikes now means 25 to life. Leaving prison, he's picked up in a stolen car later stopped by the police. Can he prove his innocence before he's caught?",,https://m.media-amazon.com/images/M/MV5BMmY5ODVkNDEtNDU5NC00NDdmLTk0MTYtMWEzMjBhY2UxYzViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '11/100'}]",11.0,4.7,"3,740",tt0199290,,,,True,,0,0,0,4.7,0.0,1.1,Comedy_Screwball
5049873,Mediterraneo,1991-09-09,4532791.0,96.0,"['Greek Language', 'Turkish Language', 'Italian Language', 'English Language', 'Ancient Greek']",['Italy'],"['Romantic comedy', 'World cinema', 'Drama', 'Comedy', 'War film', 'Romance Film']",Europe,1991,16+,Gabriele Salvatores,Enzo Monteleone,"Diego Abatantuono, Claudio Bigagli, Giuseppe Cederna","In WW2, an Italian Army unit of misfits occupies an isolated non-strategic Greek island for the duration of the war.",Won 1 Oscar. 9 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BNTliYzY5OTktZDg3OC00NDA0LTlhYzAtNTE3ZmU1YWU1NWUwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,7.4,"16,675",tt0102426,,,,True,,1,17,9,7.4,8.0,,Comedy_War
1472852,Down and Out in Beverly Hills,1986-01-31,91411255.0,103.0,['English Language'],['United States of America'],"['Black comedy', 'Comedy of manners', 'Remake', 'Comedy', 'Domestic Comedy']",America,1986,16+,Paul Mazursky,"René Fauchois, Paul Mazursky, Leon Capetanos","Nick Nolte, Bette Midler, Richard Dreyfuss",A rich but troubled family find their lives altered by the arrival of a vagrant who tries to drown himself in their swimming pool.,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BY2U0YjY4MDctNjM4Yi00YmNkLWJlNzItNWIzNjRkMzIzNjEzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,6.2,"20,426",tt0090966,,,,True,,0,5,1,6.2,7.7,7.2,Comedy_Screwball
9002666,Il diavolo,1963,,103.0,['Italian Language'],['Italy'],"['Sex comedy', 'Comedy of manners', 'World cinema', 'Black-and-white', 'Comedy']",Europe,2006,Not Rated,Andrea Lodovichetti,Andrea Lodovichetti,Angela Goodwin,,,,[],,,,tt1552175,,,,True,,0,0,0,,,,Comedy_Screwball
12695008,"Welcome Home, Roscoe Jenkins",2008-02-08,42436517.0,114.0,['English Language'],['United States of America'],"['Comedy of manners', 'Drama', 'Comedy', 'Domestic Comedy']",America,2008,Recommended Parental Agreement (AP),Malcolm D. Lee,Malcolm D. Lee,"Martin Lawrence, Louis C.K., James Earl Jones","Dr. R.J. Stevens is a talk-show host who visits his family in the Deep South. While there he reunites with his brother Otis, his sister Betty, his cousin/rival Clyde, and his childhood love interest Lucinda Allen.",,https://m.media-amazon.com/images/M/MV5BNjIwODgyMDk5OF5BMl5BanBnXkFtZTYwMzQ5Nzc4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,5.5,"16,010",tt0494652,,,,True,,0,0,0,5.5,2.3,4.6,Comedy_Screwball
2649865,Man's Favorite Sport?,1964,6000000.0,121.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy', 'Slapstick']",America,1964,All Audiences (TP),Howard Hawks,"Pat Frank, John Fenton Murray, Steve McNeil","Rock Hudson, Paula Prentiss, Maria Perschy","The author of a best-selling fishing guide is actually extremely inexperienced in the sport, which causes mayhem when he is entered into a competition.",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMzc2NTE4NDItZWUxYS00MjliLWI5OWMtZDQ2MDFmMjc4N2E5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",,7.1,"6,364",tt0058324,,,,True,,0,1,1,7.1,6.3,,Comedy_Screwball
918886,All the Queen's Men,2001,23662.0,100.0,['English Language'],"['United States of America', 'Austria', 'Australia', 'Hungary', 'Germany']","['Comedy-drama', 'Action/Adventure', 'Period piece', 'Drama', 'Comedy', 'War film', 'Action']",Both,2001,Recommended Parental Agreement (AP),Stefan Ruzowitzky,"Digby Wolfe, Joseph Manduke, June Roberts","Eddie Izzard, Matt LeBlanc, Udo Kier","A mismatched team of British Special Services agents led by an American must infiltrate, in disguise, a female-run Enigma factory in Berlin and bring back the decoding device that will end the war.",,https://m.media-amazon.com/images/M/MV5BZjA4YWI0YWQtNTRiOS00MmEwLWI5NTAtNTkwOGFhZGFiYmUyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",19.0,4.8,"2,745",tt0252223,,,,True,,0,0,0,4.8,0.7,1.9,Comedy_War
8417343,Going Greek,2001,,90.0,['English Language'],['United States of America'],"['Indie', 'Comedy of manners', 'Gross-out film', 'Coming of age', 'Comedy', 'Gross out']",America,2001,16+,Justin Zackham,Justin Zackham,"Dylan Bruno, Laura Harris, Simon Rex",Loner freshman Jake Taylor is forced to join the wildest fraternity on campus...,1 win,https://m.media-amazon.com/images/M/MV5BNTM3ODgxOTYxNV5BMl5BanBnXkFtZTcwMTkwNDAwMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",,4.6,"1,442",tt0263386,,,,True,,0,0,1,4.6,,,Comedy_Screwball
8499528,She-Devil,1989,15351421.0,95.0,['English Language'],['United States of America'],"['Black comedy', 'Screwball comedy', 'Comedy', 'Domestic Comedy']",America,1989,Recommended Parental Agreement (AP),Susan Seidelman,"Fay Weldon, Barry Strugatz, Mark R. Burns","Meryl Streep, Roseanne Barr, Ed Begley Jr.",A surprisingly resourceful housewife vows revenge on her husband when he begins an affair with a wealthy romance novelist.,1 nomination,https://m.media-amazon.com/images/M/MV5BM2Y2MmY1NTctYjEzNC00OTU0LWFhOWYtOGQzMjc4NGQ3ZDNmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,5.7,"19,547",tt0098309,,,,True,,0,1,0,5.7,4.8,4.5,Comedy_Screwball
24889160,Marquis,1989,,88.0,['French Language'],"['France', 'Belgium']","['Comedy', 'Animation']",Europe,1989,16+,Henri Xhonneux,"Roland Topor, Henri Xhonneux, Marquis de Sade","François Marthouret, Valérie Kling, Michel Robin","The scene is a pre-French Revolution Bastille, where various political prisoners are being held: a woman who was raped and impregnated by the king, a police chief who was accused of selling bad pork, and the Marquis, who was unjus...",,https://m.media-amazon.com/images/M/MV5BOTk5NDkxODQ4M15BMl5BanBnXkFtZTcwMTc4NjcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,"1,520",tt0097839,,,,True,,0,0,0,6.8,,,Comedy_Animation
28042876,Puss in Boots,2011-10-27,554709226.0,90.0,['English Language'],['United States of America'],"['Comedy', 'Fantasy', 'Adventure', 'Animation']",America,2011,Recommended Parental Agreement (AP),Chris Miller,"Tom Wheeler, Brian Lynch, William Davies","Antonio Banderas, Salma Hayek, Zach Galifianakis","An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",Nominated for 1 Oscar. 9 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BOTQwMGU5YTEtYmQzMy00MTM0LWFhNzAtOGY2Yzc1MzBkYTYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.6,"196,207",tt0448694,,,,True,,0,43,9,6.6,8.6,6.5,Comedy_Animation
1456329,An American Tail: Fievel Goes West,1991-11-22,65435625.0,76.0,['English Language'],['United States of America'],"['Adventure', ""Children's/Family"", 'Animation', ""Children's"", 'Comedy', 'Music', 'Family Film', 'Family-Oriented Adventure', ""Children's Fantasy""]",America,1991,All Audiences (TP),"Phil Nibbelink, Simon Wells","David Kirschner, Charles Swenson, Flint Dille","James Stewart, John Cleese, Amy Irving","Fievel's family decides to move out to the West, unaware that they are falling into a trap perpetrated by a smooth-talking cat.",1 nomination,https://m.media-amazon.com/images/M/MV5BNGYyNzJhOWEtODc5OC00ZjY5LWE4MTktN2IwMDU0YTEyYTViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",,6.5,"28,784",tt0101329,,,,True,,0,1,0,6.5,5.7,,Comedy_Animation
5019403,The Alarmist,1997-09-07,59864.0,92.0,['English Language'],['United States of America'],"['Black comedy', 'Screwball comedy', 'Satire', 'Indie', 'Comedy']",America,1997,16+,Evan Dunsky,"Keith Reddin, Evan Dunsky","David Arquette, Stanley Tucci, Kate Capshaw",A young and hungry salesman lands a job with a company that installs alarm systems. He strikes up a sexual relationship with a woman client who is also a single mother and then learns some pretty unsavory things about the business.,,https://m.media-amazon.com/images/M/MV5BNWNiZDQ5NDQtYTFiMi00NTQ5LTkzZGMtZDRkYjgzZTkwNGJjXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",,5.2,"1,014",tt0119534,,,,True,,0,0,0,5.2,5.6,,Comedy_Screwball
6173336,You're an Education,1938,,6.0,['English Language'],['United States of America'],"['Short Film', 'Family Film', 'Comedy', 'Musical', 'Animation']",America,1938,All Audiences (TP),Frank Tashlin,Dave Monahan,"Mel Blanc, Billy Bletcher, Paul Taylor Group","The brochures in a travel agency come to life. After a series of quick gags (flying fish in airplanes, a wave washing swimmers out to sea and back, etc). , there's a musical interlude featuring a tuba from Cuba. Two Hungary boys a...",,https://m.media-amazon.com/images/M/MV5BYWI4ZDRjNDQtYThlYy00YzcyLThlNTYtZTFhYmExYjMzNWJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",,6.3,339,tt0030999,,,,True,,0,0,0,6.3,,,Comedy_Animation
1431065,Lorenzo,2004,,5.0,['Unknown'],['United States of America'],"['Short Film', 'Comedy', 'Animation']",America,2004,All Audiences (TP),Mike Gabriel,"Mike Gabriel, Joe Grant",,"A gluttonous self-centered cat, Lorenzo, gets punished for his selfishness when his beautiful giant tail develops a personality of its own.",Nominated for 1 Oscar. 3 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BYzYxNzA5MGMtZmUxZi00YWU4LWE1MDMtZTUxNGJiOWFlNWFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,"2,164",tt0412936,,,,True,,0,1,3,6.5,,,Comedy_Animation
1479185,Fun and Fancy Free,1947-09-27,,73.0,['English Language'],['United States of America'],"['Adventure', ""Children's/Family"", 'Fairy tale', 'Animation', 'Drama', 'Comedy', 'Animated Musical', 'Family Film']",America,1947,All Audiences (TP),"Jack Kinney, Hamilton Luske, William Morgan","Homer Brightman, Harry Reeves, Ted Sears","Edgar Bergen, Dinah Shore, Luana Patten","Jiminy Cricket hosts two Disney animated shorts: ""Bongo,"" about a circus bear escaping to the wild, and ""Mickey and the Beanstalk,"" a take on the famous fairy tale.",,https://m.media-amazon.com/images/M/MV5BZGU3NDU5YTYtYWI1NC00YmM2LWE5NDItNGNmMjAwYjEwZTdiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,6.4,"9,666",tt0039404,,,,True,,0,0,0,6.4,7.3,6.6,Comedy_Animation
