Wikipedia_ID,Movie_Name,Release_Date,Box_Office_Revenue,Runtime,Languages,Countries,Genres,Continents,Year,Rated,Director,Writer,Actors,Plot,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,DVD,Production,Website,Response,totalSeasons,Oscar,Nomination_Awards,Win_Awards,Internet_Movie_Database_Rating,Rotten_Tomatoes_Rating,Metacritic_Rating,Comedy_Types
12183290,Strange Behavior,1981,,94.0,['English Language'],"['United States of America', 'Australia', 'New Zealand']","['Thriller', 'Horror', 'Psychological thriller', 'Comedy', 'Slasher', 'Teen']",America,1981,16+,Michael Laughlin,"Bill Condon, Michael Laughlin","Michael Murphy, Louise Fletcher, Dan Shor",A scientist is experimenting with teenagers and turning them into murderers.,,https://m.media-amazon.com/images/M/MV5BOGU1YmRjNDgtZWJhYi00ZDg4LWJmMDYtZjVlZWFiNWYxMGU4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,5.6,"2,424",tt0082243,,,,True,,0,0,0,5.6,8.0,,Comedy_Teen
2780906,Everything's Gone Green,2007-04-13,19373.0,95.0,['English Language'],['Canada'],"['Black comedy', 'Coming of age', 'Comedy', 'Indie']",America,2006,16+,Paul Fox,Douglas Coupland,"Paulo Costanzo, Steph Song, JR Bourne","Ryan, a good-natured slacker, is tempted into a money laundering scheme while working for a lottery magazine. A capitalistic comedy that asks the question - when is ""enough"" enough?",4 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BOTg0OTEwMTQxMl5BMl5BanBnXkFtZTcwMTY3NDU0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,6.0,"2,051",tt0461946,,,,True,,0,7,4,6.0,6.8,5.7,Comedy_Teen
8987889,Rocket Science,2007-08-10,755774.0,101.0,['English Language'],['United States of America'],"['Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Coming of age', 'Teen']",America,2007,16+,Jeffrey Blitz,Jeffrey Blitz,"Reece Thompson, Anna Kendrick, Nicholas D'Agosto","Looking for answers to life's big questions, a stuttering boy joins his high school debate team.",2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BNDg0MWNmZmItYWZiNy00OWE0LWI0ZDAtNTIwMWUwYzk5ZDdhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,6.5,"13,781",tt0477078,,,,True,,0,7,2,6.5,8.4,7.3,Comedy_Teen
8417343,Going Greek,2001,,90.0,['English Language'],['United States of America'],"['Indie', 'Comedy of manners', 'Gross-out film', 'Coming of age', 'Comedy', 'Gross out']",America,2001,16+,Justin Zackham,Justin Zackham,"Dylan Bruno, Laura Harris, Simon Rex",Loner freshman Jake Taylor is forced to join the wildest fraternity on campus...,1 win,https://m.media-amazon.com/images/M/MV5BNTM3ODgxOTYxNV5BMl5BanBnXkFtZTcwMTkwNDAwMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",,4.6,"1,442",tt0263386,,,,True,,0,0,1,4.6,,,Comedy_Teen
12495446,The Virgin Queen of St. Francis High,1987,,89.0,['English Language'],['Canada'],"['Romantic comedy', 'Drama', 'Romance Film', 'Coming of age', 'Comedy']",America,1987,Recommended Parental Agreement (AP),Francesco Lucente,"Francesco Lucente, Alan Ricardo","Joseph R. Straface, Stacy Christensen, J.T. Wotton","A shy and insecure student makes a bet with St. Francis High's ""tough guy"" that he can deflower the school's most sought- after girl and ends up falling madly in love with her in the process.",,https://m.media-amazon.com/images/M/MV5BZjE3MjEyOTYtOTQ0MS00ZDA0LWIwMWEtODhkNzlmOTc1NDNmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",,3.7,153,tt0096394,,,,True,,0,0,0,3.7,,,Comedy_Teen
17022526,Picture This,2008-07-13,,92.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy', 'Teen', 'Television movie']",America,2008,Recommended Parental Agreement (AP),Stephen Herek,Temple Mathews,"Ashley Tisdale, Kevin Pollak, Lauren Collins","A high school girl is invited to a party by the most popular boy in school -- only trouble is, she's grounded.",,https://m.media-amazon.com/images/M/MV5BMjI4MTQ0MTU2N15BMl5BanBnXkFtZTcwMjMwMDU2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",,5.1,"10,958",tt1076252,,,,True,,0,0,0,5.1,,,Comedy_Teen
1554502,The Edukators,2004-11-25,175493.0,124.0,['German Language'],"['Austria', 'Germany']","['Crime Fiction', 'World cinema', 'Crime Drama', 'Comedy-drama', 'Coming of age', 'Comedy', 'Political cinema', 'Drama', 'Romance Film', 'Political drama']",Europe,2004,16+,Hans Weingartner,"Katharina Held, Hans Weingartner","Daniel Brühl, Julia Jentsch, Stipe Erceg",Three activists cobble together a kidnapping plot after they encounter a businessman in his home.,11 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BY2Q2NDMzMjAtMTc4My00NTY4LTgxNDktYmVkNWY0ZTRjYTc5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,7.4,"32,519",tt0408777,,,,True,,0,6,11,7.4,7.0,6.8,Comedy_Political
1554502,The Edukators,2004-11-25,175493.0,124.0,['German Language'],"['Austria', 'Germany']","['Crime Fiction', 'World cinema', 'Crime Drama', 'Comedy-drama', 'Coming of age', 'Comedy', 'Political cinema', 'Drama', 'Romance Film', 'Political drama']",Europe,2004,16+,Hans Weingartner,"Katharina Held, Hans Weingartner","Daniel Brühl, Julia Jentsch, Stipe Erceg",Three activists cobble together a kidnapping plot after they encounter a businessman in his home.,11 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BY2Q2NDMzMjAtMTc4My00NTY4LTgxNDktYmVkNWY0ZTRjYTc5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,7.4,"32,519",tt0408777,,,,True,,0,6,11,7.4,7.0,6.8,Comedy_Teen
1717731,Try Seventeen,2002-09-10,,93.0,"['German Language', 'English Language']","['United States of America', 'Canada']","['Romantic comedy', 'Romance Film', 'Coming of age', 'Comedy']",America,2002,16+,Jeffrey Porter,Charles Kephart,"Elijah Wood, Franka Potente, Mandy Moore",The story of a young man who enters college only to discover that he can learn more about life and love from his neighbors in the apartment building where he lives.,,https://m.media-amazon.com/images/M/MV5BMTM2MDA2NTYxMV5BMl5BanBnXkFtZTcwMjUwNDAwMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",,6.0,"6,289",tt0311941,,,,True,,0,0,0,6.0,0.0,,Comedy_Teen
3347962,Condorman,1981-08-07,,90.0,['English Language'],['United States of America'],"['Adventure', 'Superhero movie', 'Superhero', 'Action Thrillers', 'Comedy', 'Action', 'Spy']",America,1981,Recommended Parental Agreement (AP),Charles Jarrott,"Marc Stirdivant, Robert Sheckley, Mickey Rose","Michael Crawford, Oliver Reed, Barbara Carrera",Cartoonist Woody becomes the superhero he draws. Using his gadgets he helps a Soviet spy defect to the West.,,https://m.media-amazon.com/images/M/MV5BNDJkMmQwMjgtNDI4Ni00NTZjLTg5MzQtZjAxMzYyZDM2MTczXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,5.7,"5,559",tt0082199,,,,True,,0,0,0,5.7,2.5,4.6,Comedy_Superhero
1282593,The Incredibly True Adventure of Two Girls in Love,1995,1977544.0,94.0,['English Language'],['United States of America'],"['LGBT', 'Romantic comedy', 'Indie', 'Gay', 'Gay Interest', 'Coming of age', 'Comedy', 'Gay Themed', 'Drama', 'Romantic drama', 'Romance Film']",America,1995,16+,Maria Maggenti,Maria Maggenti,"Laurel Holloman, Nicole Ari Parker, Maggie Moore",An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,1 win,https://m.media-amazon.com/images/M/MV5BZjMwZDg3YmQtNTNkNy00OGZiLWJlNGMtYmMzZTU4NGM4NGVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,6.6,"5,344",tt0113416,,,,True,,0,0,1,6.6,8.0,,Comedy_Teen
19115982,The Secret Life of Girls,1999,,90.0,['English Language'],['United States of America'],"['Indie', 'Comedy-drama', 'Drama', 'Comedy', 'Coming of age', 'Teen']",America,1999,Not Rated,Holly Goldberg Sloan,Holly Goldberg Sloan,"Linda Hamilton, Eugene Levy, Majandra Delfino","15-year-old Natalie, confused to begin with, finds out about her father's affair with one of his students. Refusing to simply stand by and watch her family disintegrate, Natalie takes it upon herself to expose the problem, and in ...",,https://m.media-amazon.com/images/M/MV5BMTQzOTMzMTE0Nl5BMl5BanBnXkFtZTcwNzQ2OTUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",,5.3,449,tt0165086,,,,True,,0,0,0,5.3,,,Comedy_Teen
15871712,Citizen Duane,2006-11-02,,85.0,['Unknown'],['Canada'],"['Comedy', 'Teen']",America,2006,Recommended Parental Agreement (AP),Michael Mabbott,"Jonathan Sobol, Robert DeLeskie","Douglas Smith, Devon Bostick, Jane McGregor",Duane Balfour is a teen-aged Don Quixote born into a family of spectacular failure. What starts as a simple schoolyard rivalry snowballs out of control when Duane decides to run for mayor of the tiny town of Ridgeway.,1 nomination,https://m.media-amazon.com/images/M/MV5BMTY0NzAwODA1MF5BMl5BanBnXkFtZTcwMjM0NzM1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",,5.2,285,tt0478994,,,,True,,0,1,0,5.2,3.3,,Comedy_Teen
607444,13 Going on 30,2004-04-14,96455697.0,97.0,"['Portuguese Language', 'English Language']",['United States of America'],"['Romantic comedy', 'Fantasy', 'Comedy', 'Coming of age', 'Romance Film', 'Fantasy Comedy']",America,2004,Recommended Parental Agreement (AP),Gary Winick,"Josh Goldsmith, Cathy Yuspa","Jennifer Garner, Mark Ruffalo, Judy Greer","Unpopular schoolgirl Jenna Rink makes an unusual wish on her birthday. Miraculously, her wish comes true and the 13-year-old Jenna wakes up the next day as a 30-year-old woman.",11 nominations,https://m.media-amazon.com/images/M/MV5BMjE1NzI5NTkwMF5BMl5BanBnXkFtZTYwOTA4NzY2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,6.3,"223,889",tt0337563,,,,True,,0,11,0,6.3,6.5,5.7,Comedy_Teen
9009812,Montenegro,1981,,96.0,['English Language'],['Sweden'],"['Romantic comedy', 'Parody', 'Sex comedy', 'World cinema', 'Satire', 'Drama', 'Comedy', 'Black comedy', 'Political cinema', 'Romantic drama', 'Romance Film', 'Political drama']",Europe,1981,16+,Dusan Makavejev,"Donald Arthur, Dusan Makavejev, Branko Vucicevic","Susan Anspach, Erland Josephson, Per Oscarsson",A bored wealthy housewife on the verge of insanity cuts loose with some lively Yugoslavian immigrants who delight in their bohemian lifestyle.,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjIwMTkyODAtYzcxYy00NzM3LWFmNTUtZTdiNDI5MzU2OTYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",,6.6,"2,147",tt0082770,,,,True,,0,1,1,6.6,8.8,,Comedy_Political
3662683,American Dreamz,2006-04-21,16458459.0,108.0,['English Language'],['United States of America'],"['Political cinema', 'Parody', 'Political satire', 'Comedy', 'Media Satire']",America,2006,Recommended Parental Agreement (AP),Paul Weitz,Paul Weitz,"Hugh Grant, Dennis Quaid, Mandy Moore",A popular television music talent competition hosted by a pompous egomaniac becomes the setting for an assassination attempt when the President of the United States becomes a celebrity judge in an attempt to rehabilitate his image.,1 nomination,https://m.media-amazon.com/images/M/MV5BMjE0MTk1NzM4MV5BMl5BanBnXkFtZTcwOTUzMjYzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,5.5,"25,322",tt0465142,,,,True,,0,1,0,5.5,3.9,4.5,Comedy_Political
2296056,Sky High,2005-07-22,86369815.0,100.0,"['English Language', 'Cantonese']",['United States of America'],"['Science Fiction', 'Adventure', 'Superhero movie', 'Action/Adventure', ""Children's"", 'Coming of age', 'Comedy', 'Fantasy', 'Family Film', 'Teen']",America,2005,Recommended Parental Agreement (AP),Mike Mitchell,"Paul Hernandez, Bob Schooley, Mark McCorkle","Kurt Russell, Kelly Preston, Michael Angarano","Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",3 nominations,https://m.media-amazon.com/images/M/MV5BY2ExOGM1MDQtYmRjZS00NDAzLTlmMDAtMmE3YjQ1MzNlZTllXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,6.3,"96,121",tt0405325,,,,True,,0,3,0,6.3,7.3,6.2,Comedy_Superhero
2296056,Sky High,2005-07-22,86369815.0,100.0,"['English Language', 'Cantonese']",['United States of America'],"['Science Fiction', 'Adventure', 'Superhero movie', 'Action/Adventure', ""Children's"", 'Coming of age', 'Comedy', 'Fantasy', 'Family Film', 'Teen']",America,2005,Recommended Parental Agreement (AP),Mike Mitchell,"Paul Hernandez, Bob Schooley, Mark McCorkle","Kurt Russell, Kelly Preston, Michael Angarano","Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",3 nominations,https://m.media-amazon.com/images/M/MV5BY2ExOGM1MDQtYmRjZS00NDAzLTlmMDAtMmE3YjQ1MzNlZTllXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,6.3,"96,121",tt0405325,,,,True,,0,3,0,6.3,7.3,6.2,Comedy_Teen
4110795,Fay Grim,2006,126714.0,119.0,"['French Language', 'English Language']","['United States of America', 'France', 'Germany']","['Thriller', 'Indie', 'Comedy Thriller', 'Drama', 'Comedy', 'Political thriller', 'Crime Thriller', 'Action']",Both,2006,16+,Hal Hartley,Hal Hartley,"Parker Posey, Jeff Goldblum, Liam Aiken","Fay Grim heads to Paris in pursuit of her deceased husband's notebooks, which could contain information that compromises the security of the U.S. But she's not the only one who is after them, and she's forced into a life-changing ...",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjEwYmZkMjQtMmFlNi00MmIzLWIzMjYtNmQ5Njc4NDNhOGE1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.1,"4,974",tt0444628,,,,True,,0,2,1,6.1,4.7,5.2,Comedy_Political
4669663,A Room for Romeo Brass,1999,19478.0,90.0,['English Language'],['United Kingdom'],"['Drama', 'Comedy-drama', 'Comedy', 'Teen']",Europe,1999,16+,Shane Meadows,"Robyn Slovo, Paul Fraser, Shane Meadows","Martin Arrowsmith, Dave Blant, Darren Campbell","After stopping 12 y.o. Romeo and Gavin from being beaten up, Morell drives them home and meets Romeo's adult sister and falls in love. The boys ""help"" him in his pursuit.",3 nominations,https://m.media-amazon.com/images/M/MV5BZGIxYjRlZDMtYzczMC00NWQyLWJlNDItMTQ0NjRjYWZlYTA5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,7.5,"6,245",tt0202559,,,,True,,0,3,0,7.5,6.8,6.5,Comedy_Teen
17921410,Gidget Goes to Rome,1963,4360000.0,104.0,['English Language'],['United States of America'],"['Romantic comedy', 'Musical', 'Coming of age', 'Comedy', 'Romance Film', 'Teen']",America,1963,All Audiences (TP),Paul Wendkos,"Ruth Brooks Flippen, Katherine Albert, Dale Eunson","James Darren, Cindy Carol, Jessie Royce Landis","Gidget, in Rome for a holiday, misinterprets attention she receives from a famous journalist. Discovering he is ""chaperoning"" her at Dad's request she resumes interest in her boyfriend. Based upon characters created by Frederick K...",,https://m.media-amazon.com/images/M/MV5BNDE0YWEyMDMtNDQ0ZS00YzVjLWFlZGQtMDIxOGNjMGJkMDhkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",,5.1,818,tt0057100,,,,True,,0,0,0,5.1,,,Comedy_Teen
1032643,My Boyfriend's Back,1993,3335984.0,84.0,['English Language'],['United States of America'],"['Romantic comedy', 'Horror', 'Comedy', 'Zombie Film', 'Romance Film', 'Teen']",America,1993,Recommended Parental Agreement (AP),Bob Balaban,Dean Lorey,"Andrew Lowery, Traci Lind, Danny Zorn",A teenage boy comes back from the dead because he is determined to win the most beautiful girl in school.,,https://m.media-amazon.com/images/M/MV5BZjcwZTlmZGYtN2E5Ni00ZWY4LTk1YTMtNmIwNzNmNTQyZGQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}]",,5.4,"5,174",tt0107626,,,,True,,0,0,0,5.4,1.3,,Comedy_Teen
