Wikipedia_ID,Movie_Name,Release_Date,Box_Office_Revenue,Runtime,Languages,Countries,Genres,Continents,Year,Rated,Director,Writer,Actors,Plot,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,DVD,Production,Website,Response,totalSeasons,Oscar,Nomination_Awards,Win_Awards,Internet_Movie_Database_Rating,Rotten_Tomatoes_Rating,Metacritic_Rating,Comedy_Types
1554502,The Edukators,2004-11-25,175493.0,124.0,['German Language'],"['Austria', 'Germany']","['Crime Fiction', 'World cinema', 'Crime Drama', 'Comedy-drama', 'Coming of age', 'Comedy', 'Political cinema', 'Drama', 'Romance Film', 'Political drama']",Europe,2004,16+,Hans Weingartner,"Katharina Held, Hans Weingartner","Daniel Brühl, Julia Jentsch, Stipe Erceg",Three activists cobble together a kidnapping plot after they encounter a businessman in his home.,11 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BY2Q2NDMzMjAtMTc4My00NTY4LTgxNDktYmVkNWY0ZTRjYTc5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,7.4,"32,519",tt0408777,,,,True,,0,6,11,7.4,7.0,6.8,Comedy_Political
3347962,Condorman,1981-08-07,,90.0,['English Language'],['United States of America'],"['Adventure', 'Superhero movie', 'Superhero', 'Action Thrillers', 'Comedy', 'Action', 'Spy']",America,1981,Recommended Parental Agreement (AP),Charles Jarrott,"Marc Stirdivant, Robert Sheckley, Mickey Rose","Michael Crawford, Oliver Reed, Barbara Carrera",Cartoonist Woody becomes the superhero he draws. Using his gadgets he helps a Soviet spy defect to the West.,,https://m.media-amazon.com/images/M/MV5BNDJkMmQwMjgtNDI4Ni00NTZjLTg5MzQtZjAxMzYyZDM2MTczXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,5.7,"5,559",tt0082199,,,,True,,0,0,0,5.7,2.5,4.6,Comedy_Superhero
9009812,Montenegro,1981,,96.0,['English Language'],['Sweden'],"['Romantic comedy', 'Parody', 'Sex comedy', 'World cinema', 'Satire', 'Drama', 'Comedy', 'Black comedy', 'Political cinema', 'Romantic drama', 'Romance Film', 'Political drama']",Europe,1981,16+,Dusan Makavejev,"Donald Arthur, Dusan Makavejev, Branko Vucicevic","Susan Anspach, Erland Josephson, Per Oscarsson",A bored wealthy housewife on the verge of insanity cuts loose with some lively Yugoslavian immigrants who delight in their bohemian lifestyle.,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjIwMTkyODAtYzcxYy00NzM3LWFmNTUtZTdiNDI5MzU2OTYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",,6.6,"2,147",tt0082770,,,,True,,0,1,1,6.6,8.8,,Comedy_Political
3662683,American Dreamz,2006-04-21,16458459.0,108.0,['English Language'],['United States of America'],"['Political cinema', 'Parody', 'Political satire', 'Comedy', 'Media Satire']",America,2006,Recommended Parental Agreement (AP),Paul Weitz,Paul Weitz,"Hugh Grant, Dennis Quaid, Mandy Moore",A popular television music talent competition hosted by a pompous egomaniac becomes the setting for an assassination attempt when the President of the United States becomes a celebrity judge in an attempt to rehabilitate his image.,1 nomination,https://m.media-amazon.com/images/M/MV5BMjE0MTk1NzM4MV5BMl5BanBnXkFtZTcwOTUzMjYzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,5.5,"25,322",tt0465142,,,,True,,0,1,0,5.5,3.9,4.5,Comedy_Political
13194660,The Last Time I Saw Archie,1961-05-27,,98.0,['English Language'],['United States of America'],"['Romance Film', 'Comedy', 'War film']",America,1961,All Audiences (TP),Jack Webb,William Bowers,"Robert Mitchum, Jack Webb, Martha Hyer",Two Air Force friends have fun during their enlistment.,,https://m.media-amazon.com/images/M/MV5BMjE3MzgzMzE3Nl5BMl5BanBnXkFtZTcwNjQ2NjE2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",,5.7,456,tt0055074,,,,True,,0,0,0,5.7,,,Comedy_War
2296056,Sky High,2005-07-22,86369815.0,100.0,"['English Language', 'Cantonese']",['United States of America'],"['Science Fiction', 'Adventure', 'Superhero movie', 'Action/Adventure', ""Children's"", 'Coming of age', 'Comedy', 'Fantasy', 'Family Film', 'Teen']",America,2005,Recommended Parental Agreement (AP),Mike Mitchell,"Paul Hernandez, Bob Schooley, Mark McCorkle","Kurt Russell, Kelly Preston, Michael Angarano","Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",3 nominations,https://m.media-amazon.com/images/M/MV5BY2ExOGM1MDQtYmRjZS00NDAzLTlmMDAtMmE3YjQ1MzNlZTllXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,6.3,"96,121",tt0405325,,,,True,,0,3,0,6.3,7.3,6.2,Comedy_Superhero
4110795,Fay Grim,2006,126714.0,119.0,"['French Language', 'English Language']","['United States of America', 'France', 'Germany']","['Thriller', 'Indie', 'Comedy Thriller', 'Drama', 'Comedy', 'Political thriller', 'Crime Thriller', 'Action']",Both,2006,16+,Hal Hartley,Hal Hartley,"Parker Posey, Jeff Goldblum, Liam Aiken","Fay Grim heads to Paris in pursuit of her deceased husband's notebooks, which could contain information that compromises the security of the U.S. But she's not the only one who is after them, and she's forced into a life-changing ...",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjEwYmZkMjQtMmFlNi00MmIzLWIzMjYtNmQ5Njc4NDNhOGE1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.1,"4,974",tt0444628,,,,True,,0,2,1,6.1,4.7,5.2,Comedy_Political
18555435,I Served the King of England,2007-01-11,7319210.0,118.0,"['Czech Language', 'Italian Language', 'Korean Language', 'French Language', 'English Language', 'German Language']","['Slovakia', 'Hungary', 'Czech Republic', 'Germany']","['World cinema', 'Period piece', 'Drama', 'Comedy', 'War film', 'Romance Film']",Europe,2006,16+,Jirí Menzel,"Bohumil Hrabal, Jirí Menzel","Ivan Barnev, Oldrich Kaiser, Julia Jentsch",A look at the glamorous life at an old-world Prague hotel.,12 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMTU2NjQ5NjkzMl5BMl5BanBnXkFtZTcwOTI3NDU3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,7.3,"8,287",tt0284363,,,,True,,0,13,12,7.3,8.0,7.2,Comedy_War
27063955,Super,2010-09-10,324138.0,96.0,"['English Language', 'American English']",['United States of America'],"['Indie', 'Superhero movie', 'Action/Adventure', 'Drama', 'Comedy', 'Action', 'Adventure']",America,2010,16+,James Gunn,James Gunn,"Rainn Wilson, Elliot Page, Liv Tyler","After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",1 win,https://m.media-amazon.com/images/M/MV5BZTUzMDU3NWUtNjdlMy00MGQ3LTk2M2ItNWVhNTlhZjkyMDExXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,6.7,"84,538",tt1512235,,,,True,,0,0,1,6.7,5.0,5.0,Comedy_Superhero
2433667,Buried on Sunday,1992,,94.0,['English Language'],['Canada'],"['Political satire', 'Comedy']",America,1992,Recommended Parental Agreement (AP),Paul Donovan,"Paul Donovan, William Fleming","Nancy Marshall, Michael Gencher, Jeremy Akerman",A fishing village responds to government cutbacks by declaring independence and uses the arsenal of a Soviet missile sub to back it up.,1 nomination,https://m.media-amazon.com/images/M/MV5BMTY5NjIzNjE5MV5BMl5BanBnXkFtZTcwNTM5MDYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,171,tt0106497,,,,True,,0,1,0,6.1,,,Comedy_Political
35077849,The Virgin Soldiers,1969,,95.0,['English Language'],['United Kingdom'],"['Drama', 'Comedy', 'War film']",Europe,1969,16+,John Dexter,"Leslie Elizabeth Thomas, John Hopkins, John McGrath","Lynn Redgrave, Hywel Bennett, Nigel Davenport",A group of young British soldiers billeted in Singapore of the year 1950 dreaming about winning the love of the daughter of the Regimental Sergeant Major.,,https://m.media-amazon.com/images/M/MV5BZmZhNzNhYmUtZDdiOS00MDkxLTg4YTQtYzgyY2ZhYjA1ODI1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",,6.1,473,tt0065182,,,,True,,0,0,0,6.1,,,Comedy_War
18041934,Hands Up!,1926-01-14,,70.0,"['Silent film', 'English Language']",['United States of America'],"['Comedy', 'War film', 'Silent']",America,1981,Not Rated,Jerzy Skolimowski,"Andrzej Kostenko, Jerzy Skolimowski","Jerzy Skolimowski, Joanna Szczerbic, Tadeusz Lomnicki","Four young men and a woman reunite on a freight train ten years after completing their medical studies. They reminisce about their shared past, when Poland was ruled by implacable Stalinism.",1 win,https://m.media-amazon.com/images/M/MV5BN2I5NTE2OGMtNGEwNy00ZWU5LThjNWQtMDRkN2MyZTIzMDg2XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,6.5,445,tt0062181,,,,True,,0,0,1,6.5,,,Comedy_War
1312930,Wrong Is Right,1982-04-16,3583513.0,117.0,['English Language'],['United States of America'],"['Parody', 'Thriller', 'Media Satire', 'Satire', 'Comedy', 'Political cinema', 'Black comedy']",America,1982,16+,Richard Brooks,"Charles McCarry, Richard Brooks","Sean Connery, George Grizzard, Robert Conrad","A TV reporter finds himself in the middle of an Arab leader buying two portable nukes, terrorists, arms dealer, a reporter/CIA spy killed, a US president ordering a K-I-L-L etc.",1 nomination,https://m.media-amazon.com/images/M/MV5BZjY5NTMyMmUtZTY5NS00YzY0LTgxYzItN2U2NTVjYmZjOWZkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,5.6,"2,301",tt0084920,,,,True,,0,1,0,5.6,2.7,5.0,Comedy_Political
25565382,The Torch,1950,,85.0,"['English Language', 'Spanish Language']","['United States of America', 'Mexico']","['Adventure', 'World cinema', 'Drama', 'Comedy', 'War film', 'Romantic drama', 'Romance Film', 'Action']",America,1950,All Audiences (TP),Emilio Fernández,"Emilio Fernández, Íñigo de Martino, Bert Granet","Paulette Goddard, Pedro Armendáriz, Gilbert Roland","A revolutionary and his band take over a small Mexican town. The townspeople begin to take sides over whether to fight him, join forces with him or just try to get along with him.",,https://m.media-amazon.com/images/M/MV5BMzBiYjUxOTAtNDZiMy00Y2MyLWI3MjEtY2MyYWY1YWVmMjM4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",,5.4,235,tt0041971,,,,True,,0,0,0,5.4,,,Comedy_War
4727,Batman,1966-07-30,251409241.0,104.0,['English Language'],['United States of America'],"['Parody', 'Superhero movie', 'Camp', 'Action/Adventure', 'Fantasy', 'Comedy', 'Action']",America,1989,Recommended Parental Agreement (AP),Tim Burton,"Bob Kane, Sam Hamm, Warren Skaaren","Michael Keaton, Jack Nicholson, Kim Basinger","The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",Won 1 Oscar. 11 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BYzZmZWViM2EtNzhlMi00NzBlLWE0MWEtZDFjMjk3YjIyNTBhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,7.5,"412,616",tt0096895,,,,True,,1,28,11,7.5,7.7,6.9,Comedy_Superhero
6598746,The Deserter,2003-10-18,,75.0,['English Language'],['United States of America'],"['Historical fiction', 'Drama', 'Comedy', 'War film']",America,2003,Recommended Parental Agreement (AP),Eric Bruno Borgman,Eric Bruno Borgman,"Eric Bruno Borgman, Michael Kaplan, George Souza",A British Revolutionary War drummer accidentally deserts from his regiment and is hunted down for execution.,,https://m.media-amazon.com/images/M/MV5BMTgyMTAyNTE0NF5BMl5BanBnXkFtZTcwMjYxODE0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",,7.3,50,tt0237152,,,,True,,0,0,0,7.3,,,Comedy_War
16747410,Defendor,2009,44462.0,101.0,['English Language'],"['United States of America', 'Canada', 'United Kingdom']","['Crime Fiction', 'Indie', 'Superhero movie', 'Comedy-drama', 'Superhero', 'Action/Adventure', 'Drama', 'Comedy', 'Action', 'Tragicomedy']",Both,2009,16+,Peter Stebbings,Peter Stebbings,"Woody Harrelson, Kat Dennings, Sandra Oh","Arthur Poppington, a regular man who adopts a superhero persona, known as ""Defendor"", combs the city streets at night, in search of his archenemy, Captain Industry.",1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BZDBkNDg1MzctOTQwNy00YjlmLThhNmYtOWZjY2M1YWQzYjIzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,6.7,"37,686",tt1303828,,,,True,,0,7,1,6.7,7.2,5.7,Comedy_Superhero
1357356,Tapeheads,1988-10-21,343786.0,93.0,['English Language'],['United States of America'],"['Media Satire', 'Indie', 'Drama', 'Comedy', 'Political cinema', 'Political drama']",America,1988,16+,Bill Fishman,"Bill Fishman, Peter McCarthy, Jim Herzfeld","John Cusack, Tim Robbins, Mary Crosby",A couple of creative losers accidently become big shots in the video music industry.,,https://m.media-amazon.com/images/M/MV5BMjE1MzFiMGQtNmEwMi00YWExLTk3ZWUtM2UyNTczM2Q3NGJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",,5.7,"4,403",tt0096223,,,,True,,0,0,0,5.7,6.0,,Comedy_Political
1271237,The Front,1976-09-17,,94.0,['English Language'],['United States of America'],"['Parody', 'Period piece', 'Drama', 'Comedy', 'Political cinema', 'Political drama']",America,1976,Recommended Parental Agreement (AP),Martin Ritt,Walter Bernstein,"Woody Allen, Zero Mostel, Herschel Bernardi","In 1953, a cashier poses as a writer for blacklisted talents to submit their work through, but the injustice around him pushes him to take a stand.",Nominated for 1 Oscar. 1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BYTk1NzFkNTAtOTg5OC00MmI2LThmZjktMmQ3M2ZiYTkwODEzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",,7.3,"9,784",tt0074554,,,,True,,0,5,1,7.3,6.9,,Comedy_Political
12361350,Francis,1950,2900000.0,91.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Animal Picture', 'Black-and-white', 'Fantasy', 'Comedy', 'War film']",America,1950,All Audiences (TP),Arthur Lubin,David Stern,"Donald O'Connor, Patricia Medina, Zasu Pitts","During World War II, a junior American Army officer, Lt. Peter Stirling, gets sent to the psychiatric ward whenever he insists that an Army mule named Francis speaks to him.",,https://m.media-amazon.com/images/M/MV5BMjkzODlmNjktZGY4MC00ZTExLTk1N2EtMmM5MTY3MmY3MjFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,"1,488",tt0041387,,,,True,,0,0,0,6.4,,,Comedy_War
3628560,Catch-22,1970-06-24,,122.0,"['Italian Language', 'English Language']",['United States of America'],"['Anti-war', 'Ensemble Film', 'Film adaptation', 'Surrealism', 'Period piece', 'Satire', 'Drama', 'Comedy', 'War film', 'Black comedy']",America,1970,16+,Mike Nichols,"Joseph Heller, Buck Henry","Alan Arkin, Martin Balsam, Richard Benjamin",A military pilot makes a valiant effort to be certified insane during World War II so that he can be excused from flying missions. But there's a catch.,Nominated for 2 BAFTA 6 nominations total,https://m.media-amazon.com/images/M/MV5BY2RmMGI3NTMtNGIwOS00MjliLWI1Y2YtNjRmYWIzMzFmYTJjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70.0,7.1,"26,835",tt0065528,,,,True,,0,6,0,7.1,8.1,7.0,Comedy_War
13814165,Meet the Spartans,2008-01-24,84646831.0,86.0,['English Language'],"['United States of America', 'Canada']","['Parody', 'Period piece', 'Sword and Sandal', 'Comedy', 'War film']",America,2008,Recommended Parental Agreement (AP),"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Sean Maguire, Kevin Sorbo, Carmen Electra","A spoof of 300 (2006) and many other movies, TV series/shows/commercials, video games and celebrities. King Leonidas of Sparta and his army of 12 go to war against Xerxes of Persia to fight to the death for Sparta's freedom.",6 nominations,https://m.media-amazon.com/images/M/MV5BMmQ3NTAyODYtZjAxMy00ZTE4LWJhNmEtZGUyZjhlOTlhMTE1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '2%'}, {'Source': 'Metacritic', 'Value': '9/100'}]",9.0,2.8,"112,382",tt1073498,,,,True,,0,6,0,2.8,0.2,0.9,Comedy_War
