Wikipedia_ID,Movie_Name,Release_Date,Box_Office_Revenue,Runtime,Languages,Countries,Genres,Continents,Year,Rated,Director,Writer,Actors,Plot,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,DVD,Production,Website,Response,totalSeasons,Oscar,Nomination_Awards,Win_Awards,Internet_Movie_Database_Rating,Rotten_Tomatoes_Rating,Metacritic_Rating,Comedy_Types
15388340,A Banda das Velhas Virgens,1979,,100.0,['Portuguese Language'],['Brazil'],['Comedy'],America,1979,Not Rated,"Amácio Mazzaropi, Pio Zamuner","Amácio Mazzaropi, Rajá de Aragão","Amácio Mazzaropi, Geny Prado, Renato Restier","Gostoso is the conductor of a female band formed only by old women. When scouring the garbage dump, he becomes the main suspect of a robbery after his wife finds a small bag of jewels, having to do everything to prove her innocence.",,https://m.media-amazon.com/images/M/MV5BMDM5ZGE2ZTktMWNkNy00NWI4LWIyNTYtOTZhYjIxYThhNDY2XkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,110,tt0236010,,,,True,,0,0,0,6.8,,,Comedy_Other
1641416,A Wild Hare,1940-07-27,,8.0,['English Language'],['United States of America'],"['Short Film', 'Comedy']",America,1940,All Audiences (TP),Tex Avery,Rich Hogan,"Mel Blanc, Arthur Q. Bryan","While hunting rabbits, Elmer Fudd comes across Bugs Bunny, who tricks and harasses the hunter.",Nominated for 1 Oscar. 2 nominations total,https://m.media-amazon.com/images/M/MV5BMGYzZjM0NjAtZDAzMy00YTFjLWE1YjktZDAxOWRlZjVmZTFjXkEyXkFqcGdeQXVyNTA4NzExMDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",,7.7,"1,836",tt0033260,,,,True,,0,2,0,7.7,,,Comedy_Other
7939249,Night Owls,1930-01-04,,90.0,['English Language'],['United States of America'],"['Short Film', 'Comedy', 'Black-and-white']",America,2015,16+,Charles Hood,"Seth Goldsmith, Charles Hood","Adam Pally, Rosa Salazar, Rob Huebel","Workaholic Kevin goes home with the beautiful train-wreck Madeline for a drunken one night stand, but he's horrified to discover she's actually his boss' jilted ex-mistress.",4 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BZmYwMTc3ZDgtMGJkOC00OTEyLWI3MjEtMDdjNDIwMTcwZDljXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,6.2,"2,638",tt3591436,,,,True,,0,1,4,6.2,10.0,7.3,Comedy_Other
18848111,Die Feuerzangenbowle,1970-09-18,,100.0,['German Language'],['Germany'],['Comedy'],Europe,1970,Not Rated,Helmut Käutner,"Heinrich Spoerl, Helmut Käutner","Walter Giller, Uschi Glas, Theo Lingen","A successful author, who was educated by private teachers in his home instead of being sent to school with other boys, realizes he missed out on a lot fun in his younger years. He decides to make up for this and attends school cla...",,https://m.media-amazon.com/images/M/MV5BNDE3ZjA0NzAtYzNmYi00MjNhLWE3NDctODJhMmIwZWYwNDliXkEyXkFqcGdeQXVyNjUzNzQ4NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",,4.8,251,tt0065718,,,,True,,0,0,0,4.8,,,Comedy_Other
14734420,Pies and Guys,1958-06-12,,17.0,['English Language'],['United States of America'],"['Short Film', 'Comedy', 'Black-and-white']",America,1958,Not Rated,Jules White,Jack White,"Moe Howard, Larry Fine, Joe Besser","A professor attempts to win a bet by turning the stooges into gentlemen. After some lessons in etiquette, the boys make their society debut at a fancy party. They soon revert to their old habits and a wild pie fight ensues.",,https://m.media-amazon.com/images/M/MV5BOWZiOTk1NjYtNmUwZC00ODgyLWFkMjItZTVhZTg1NzllYzJhXkEyXkFqcGdeQXVyNDc5NjMyMA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",,5.9,246,tt0052069,,,,True,,0,0,0,5.9,,,Comedy_Other
19036329,The Happy Road,1957-06-20,,99.0,['English Language'],"['France', 'United States of America']",['Comedy'],Both,1957,All Audiences (TP),Gene Kelly,"Arthur Julian, Joe Morheim, Harry Kurnitz","Gene Kelly, Barbara Laage, Michael Redgrave","An American boy and a French girl run away from a Swiss school making for Paris to reunite with their parents. The boy's father and the girl's mother join forces, despite cultural differences, to search for their kids.",Won 1 BAFTA Award2 wins total,https://m.media-amazon.com/images/M/MV5BNjMwYWMwYjAtYTViNy00MDcxLWE2Y2ItYjRkYzE2NGU1MjdiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",,5.9,469,tt0050483,,,,True,,0,0,2,5.9,,,Comedy_Other
9993309,Deliciosamente amoral,1969,,104.0,['Spanish Language'],['Argentina'],['Comedy'],America,1969,Not Rated,Julio Porter,"Abilio Pereira de Almeida, Julio Porter, César Tiempo","Libertad Leblanc, Guillermo Bredeston, Rodolfo Onetto",Sandra is a prostitute with a drunk father and a mentally challenged mother. Her naive boyfriend of hers joins in a triumvirate that ignores her profession and tries to pretend that everything is fine.,,https://m.media-amazon.com/images/M/MV5BZWZmMDY0ZjAtMGFkNi00YWFkLWE3N2EtNDBhODA5MTNkNWZiXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,[],,,6,tt0194798,,,,True,,0,0,0,,,,Comedy_Other
23346792,Die Jungfrau auf dem Dach,1954-01-13,,90.0,['Unknown'],"['United States of America', 'Austria']","['Comedy', 'Black-and-white']",Both,1953,Not Rated,Otto Preminger,"F. Hugh Herbert, Carl Zuckmayer","Hardy Krüger, Johannes Heesters, Johanna Matz",Actress Patty O'Neill meets playboy architect Donald Gresham on the observation deck of the Empire State Building and accepts his invitation to join him for drinks and dinner in his apartment.,,https://m.media-amazon.com/images/M/MV5BZTQ1Y2Q3ODAtNTVkOC00NWQ2LWJlZDgtZWY1NmQ2MjUxNThiXkEyXkFqcGdeQXVyMTE3ODkxMDY4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",,6.0,101,tt0298390,,,,True,,0,0,0,6.0,,,Comedy_Other
1132138,It's a Very Merry Muppet Christmas Movie,2002-11-29,,85.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Holiday Film', 'Comedy', 'Heavenly Comedy', ""Children's Fantasy""]",America,2002,All Audiences (TP),Kirk R. Thatcher,"Tom Martin, Jim Lewis","Steve Whitmire, Dave Goelz, Bill Barretta","After the Muppet Theater faces closure on account of financial hardships, angel Daniel requests Boss to help its owner Kermit the Frog and his team of muppets",Nominated for 1 Primetime Emmy. 2 nominations total,https://m.media-amazon.com/images/M/MV5BYzUzYjZhZDItMzkyYi00OWMyLWI3YTUtMTllNGZkMTVmOTc2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",,6.3,"4,690",tt0329737,,,,True,,0,2,0,6.3,8.3,,Comedy_Holiday
13457871,Father Came Too!,1964,,91.0,['English Language'],['United Kingdom'],['Comedy'],Europe,1964,Not Rated,Peter Graham Scott,"Jack Davies, Henry Blyth","James Robertson Justice, Leslie Phillips, Stanley Baxter","A young married couple experience difficulties doing up a cottage, and are hindered by the wife's father.",,https://m.media-amazon.com/images/M/MV5BZDk3ZGM0M2ItNjNjZi00ZmJiLTkxMTAtMmFhOWM3NzA3MmY3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,6.2,342,tt0057055,,,,True,,0,0,0,6.2,,,Comedy_Other
249406,Holiday Inn,1942-08-04,,101.0,['English Language'],['United States of America'],"['Romantic comedy', 'Christmas movie', 'Black-and-white', 'Musical comedy', 'Musical', 'Comedy', 'Romance Film']",America,1942,All Audiences (TP),"Mark Sandrich, Robert Allen","Claude Binyon, Elmer Rice, Irving Berlin","Bing Crosby, Fred Astaire, Marjorie Reynolds","At an inn which is open only on holidays, a crooner and a hoofer vie for the affections of a beautiful up-and-coming performer.",Won 1 Oscar. 3 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTUyODU0OTUwMF5BMl5BanBnXkFtZTgwMTE4NTQzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",,7.3,"17,759",tt0034862,,,,True,,1,2,3,7.3,10.0,,Comedy_Holiday
26798968,Jane Steps Out,1938,,70.0,['English Language'],['United Kingdom'],['Comedy'],Europe,1938,Not Rated,Paul L. Stein,"William Freshman, Dudley Leslie","Diana Churchill, Jean Muir, Peter Murray-Hill",,,https://m.media-amazon.com/images/M/MV5BM2YwNTFhOGEtYWEzZi00MGE4LWEzN2QtNjAxOGNlNjUwNDAzL2ltYWdlXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,[],,,,tt0030284,,,,True,,0,0,0,,,,Comedy_Other
10492496,Dizzy Pilots,,,17.0,['English Language'],['United States of America'],"['Short Film', 'Comedy', 'Black-and-white']",America,1943,All Audiences (TP),Jules White,Clyde Bruckman,"Moe Howard, Larry Fine, Curly Howard","The stooges are the Wrong brothers, three inventors trying to finish building an airplane they can sell to the army and thereby avoid the draft. When their plane, the ""Buzzard"", turns out to be a flop, the boys are drafted into th...",,https://m.media-amazon.com/images/M/MV5BOTY2ZjkzNzAtZjFmNC00MWFjLWI0NDItMGQwMTA1MTlmZjk4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,7.6,574,tt0035814,,,,True,,0,0,0,7.6,,,Comedy_Other
21686929,His Grace Gives Notice,,,57.0,['Unknown'],['United Kingdom'],['Comedy'],Europe,1933,Not Rated,Leslie S. Hiscott,"H. Fowler Mear, Lady Trowbridge","Arthur Margetson, Viola Keats, Victor Stanley",,,,[],,,,tt0024123,,,,True,,0,0,0,,,,Comedy_Other
8906793,"Amalio Reyes, un hombre",,,85.0,['Spanish Language'],['Argentina'],['Comedy'],America,1970,Not Rated,Enrique Carreras,"Norberto Aroldi, Catulo Castillo","Juan Alighieri, Alejandro Anderson, Guillermo Battaglia","Set in the suburbs of Buenos Aires at the beginning of the 20th century, the adventures of a handsome and generous malevolent.",,https://m.media-amazon.com/images/M/MV5BOGU3NjY5MDctOGI1Ny00YjJmLTk5NjAtNWZlYTlhYzM1OTE4XkEyXkFqcGdeQXVyMjQ0NzgwNzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",,5.0,12,tt0182701,,,,True,,0,0,0,5.0,,,Comedy_Other
20454049,Tons of Trouble,,,77.0,['Unknown'],['United Kingdom'],['Comedy'],Europe,1956,Not Rated,Leslie S. Hiscott,"John Barrow, Richard Hearne, Leslie S. Hiscott","Richard Hearne, William Hartnell, Austin Trevor","The eccentric caretaker of a block of flats, Mr. Pastry is in charge of two of its boilers, whom he names ""Mavis"" and ""Ethel."" His love for the pair leads him into unforeseen problems",,https://m.media-amazon.com/images/M/MV5BNjg4ZWI5ZDgtMWM1Ny00M2U0LTkyODAtZmE1MzllOTRjMTkwXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",,5.8,75,tt0197959,,,,True,,0,0,0,5.8,,,Comedy_Other
24858468,Premier rendez-vous,1941,,91.0,['French Language'],['France'],['Comedy'],Europe,1910,Not Rated,,,"Max Linder, Jacques Vandenne","Young Max embarks on his first adventure of love. He has a date with a ripe lady, he had met on the last vacation and who is passing through the capital with her husband, relented the pleas...",,,[],,,,tt1754373,,,,True,,0,0,0,,,,Comedy_Other
4400057,Odd Jobs,1986-03,,88.0,['English Language'],['United States of America'],['Comedy'],America,1986,Recommended Parental Agreement (AP),Mark Story,"Bob Conte, Peter Wortmann","Paul Reiser, Robert Townsend, Scott McGinnis",Five college buddies start their own moving business only to find themselves tangling with sleazy competitors and the mob.,,https://m.media-amazon.com/images/M/MV5BMjUwMDc5OTgtMjJmMS00NTY1LTg1MGMtY2NmYTU0OTUyZTU5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",,4.5,539,tt0087829,,,,True,,0,0,0,4.5,,,Comedy_Other
19204182,A French Mistress,1961-11-10,,98.0,['English Language'],['United Kingdom'],['Comedy'],Europe,1960,16+,Roy Boulting,"Sonnie Hale, Roy Boulting, Jeffrey Dell","Cecil Parker, James Robertson Justice, Ian Bannen",The boys of Melbury Primary School are plunged into turmoil when the new French Master turns out to be a Mistress! Madelin Leforge's (the French Mistress) effect on the boys is swift and amazing. Suddenly everyone wants extra Fren...,,https://m.media-amazon.com/images/M/MV5BMjRkZWVhMTItZjVmYi00NjFhLTk1YzYtNTJjM2ExZmU1ZmI3XkEyXkFqcGdeQXVyNDYzMDMxOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",,5.9,205,tt0053839,,,,True,,0,0,0,5.9,,,Comedy_Other
27729972,The Man Who Had Power Over Women,1971-11-08,121400.0,89.0,['English Language'],['United Kingdom'],['Comedy'],Europe,1970,16+,John Krish,"Chris Bryant, Allan Scott, Gordon Williams","Rod Taylor, Carol White, James Booth",A successful talent agent enjoys the good life until his wife leaves him. He moves in with his friend and begins an affair with the man's wife. He also gets a new difficult client whose public image must be preserved at any cost.,,https://m.media-amazon.com/images/M/MV5BYWFmNjIwNjItN2FlZC00NDU1LWEyY2EtYzA3ZjFlNTM3MWUyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,213,tt0066052,,,,True,,0,0,0,5.6,,,Comedy_Other
468356,Pieces of April,2003-01-19,3272028.0,81.0,"['English Language', 'Standard Mandarin']",['United States of America'],"['Indie', 'Comedy-drama', 'Holiday Film', 'Drama', 'Comedy', 'Domestic Comedy']",America,2003,Recommended Parental Agreement (AP),Peter Hedges,Peter Hedges,"Katie Holmes, Oliver Platt, Patricia Clarkson",A wayward daughter invites her dying mother and the rest of her estranged family to her apartment for Thanksgiving dinner.,Nominated for 1 Oscar. 15 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BNDQyMDM3MzIyMl5BMl5BanBnXkFtZTcwMzUwMDU2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70.0,7.0,"22,254",tt0311648,,,,True,,0,22,15,7.0,8.4,7.0,Comedy_Holiday
504242,Serenity,2005-08-22,38869464.0,119.0,"['Standard Mandarin', 'English Language']",['United States of America'],"['Thriller', 'Science Fiction', 'Adventure', 'Space opera', 'Western', 'Drama', 'Comedy', 'Space western', 'Action', 'Dystopia']",America,2005,Recommended Parental Agreement (AP),Joss Whedon,Joss Whedon,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor",The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,9 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BZWYwN2M1NWItMWI0YS00ZmJjLTk1Y2QtZjIxYmNhNGZkZDcwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74.0,7.8,"308,176",tt0379786,,,,True,,0,10,9,7.8,8.2,7.4,Comedy_Western
23687966,Wife for a Night,1952-07-12,,84.0,['Italian Language'],['Italy'],"['Comedy', 'World cinema']",Europe,1952,Not Rated,Mario Camerini,"Anna Bonacci, Franco Brusati, Mario Camerini","Gino Cervi, Gina Lollobrigida, Nadia Gray","A poor musician hires a courtesan to pose as his wife so he can ""give"" her to a wealthy count in return for patronage.",,https://m.media-amazon.com/images/M/MV5BMjA5MjY3NTU0M15BMl5BanBnXkFtZTcwOTI5MjUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",,6.7,172,tt0044913,,,,True,,0,0,0,6.7,,,Comedy_Other
17058733,Everything Moves Alone,2001,,100.0,['Unknown'],['United States of America'],"['Comedy', 'Indie']",America,2001,Not Rated,"Mike Aransky, Thomas Edward Seymour",Thomas Edward Seymour,"Philip Guerette, Thomas Edward Seymour, Matt Ford","""Everything Moves Alone"" opens in a sleepy New England town where Scotch, a recently discharged soldier, arrives at a bus depot with the vague plan of crashing with his long-estranged older brother. Scotch spies a creepy yet inter...",1 win,https://m.media-amazon.com/images/M/MV5BZjY5ZTE2ODYtYzBhZC00NWVmLWI3ZTEtMTY3YmJiZDEyN2NkXkEyXkFqcGdeQXVyMTExOTA4MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,43,tt0286613,,,,True,,0,0,1,7.0,,,Comedy_Other
2236141,Son of Paleface,1952,3400000.0,95.0,['English Language'],['United States of America'],"['Comedy Western', 'Action/Adventure', 'Western', 'Satire', 'Comedy', 'Comedy of Errors', 'Action']",America,1952,All Audiences (TP),Frank Tashlin,"Frank Tashlin, Robert L. Welch, Joseph Quillan","Bob Hope, Jane Russell, Roy Rogers","Junior Potter returns to claim his father's gold, which is nowhere to be found. ""Mike"" is the luscious head of a gang of thieves, and Roy Barton is the federal marshal hot on her trail.",Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BMWViMWU3NjQtNDVjZS00NzQ2LTlhOWItZDNhN2ZkMDAzNTFlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",,6.8,"2,547",tt0045177,,,,True,,0,1,0,6.8,9.1,,Comedy_Western
25067693,Tons of Money,1930-12-31,,97.0,['English Language'],['United Kingdom'],['Comedy'],Europe,1954,Not Rated,Graeme Muir,"Will Evans, Arthur Valentine","Frankie Howerd, Eleanor Summerfield, Jack Melford, Rosemary Davis",,,,[],,,,tt0396902,,,,True,,0,0,0,,,,Comedy_Other
28762486,Old Mother Riley's Ghosts,1941,,82.0,['English Language'],['United Kingdom'],['Comedy'],Europe,1941,Not Rated,John Baxter,"Arthur Lucan, Geoffrey Orme, Con West","Arthur Lucan, Kitty McShane, John Stuart",A charwoman comes upon a plot to steal the invention of a man who lives in a haunted house.,,https://m.media-amazon.com/images/M/MV5BM2VlMjc4ODktNDA0Zi00OTExLTlhMWEtOWI0MzhmNGYyMDJmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",,5.5,83,tt0033976,,,,True,,0,0,0,5.5,,,Comedy_Other
18793667,I nostri mariti,1966,,105.0,['Italian Language'],"['France', 'Italy']","['Comedy', 'Black-and-white']",Europe,1966,Not Rated,"Luigi Filippo D'Amico, Dino Risi, Luigi Zampa","Rodolfo Sonego, Agenore Incrocci, Furio Scarpelli","Alberto Sordi, Nicoletta Machiavelli, Alessandro Cutolo",Three episodes about Italian husbands and those relationships in marriage.,,https://m.media-amazon.com/images/M/MV5BNDViNzg5N2MtYmM5Yi00YTZlLWJkZTQtNDFkOGM1OWRhZjQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",,6.3,187,tt0060759,,,,True,,0,0,0,6.3,,,Comedy_Other
19163688,The Captain's Table,1959-01-06,,90.0,['English Language'],['United Kingdom'],['Comedy'],Europe,1959,Not Rated,Jack Lee,"Richard Gordon, John Whiting, Bryan Forbes","John Gregson, Peggy Cummins, Donald Sinden","A ship's captain is promoted by his company from tramp steamers to their flagship passenger liner. Although he is a thoroughly competent sailor ready to take charge of such a ship, he is less prepared for the social duties the new...",,https://m.media-amazon.com/images/M/MV5BNGU2ZGY3NDUtY2ZjNS00ODgyLTlkZjItNDlmMDZjNTJiNGRkXkEyXkFqcGdeQXVyNDQ3NDM5OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",,5.9,397,tt0052672,20 Nov 2012,VCI Entertainment,,True,,0,0,0,5.9,,,Comedy_Other
